timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1522822022916,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022916,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022917,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022917,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022917,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022917,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022918,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022918,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022918,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022919,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022919,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022919,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022920,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022920,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022920,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022921,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022921,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022922,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022922,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022922,2,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,2
1522822022924,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022925,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022925,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022926,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022926,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022926,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022927,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022927,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022927,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022928,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022928,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022928,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022929,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022929,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022930,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022930,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022930,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022931,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022931,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022932,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022932,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022932,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022933,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022933,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022934,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022934,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022935,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022935,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022935,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022936,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022936,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022936,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022936,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022937,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022937,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022937,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022938,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
